source_text_to_be_translated,user_free_translation_time_taken,user_mcq_translation_time_taken,accuracy_mcq,accuracy_free
a navíc,12.333333333333334,6.0,37.5,12.5
a tu,15.470588235294118,7.0588235294117645,11.764705882352942,0.0
a zasię,10.954545454545455,8.636363636363637,40.90909090909091,0.0
albo i,12.217391304347826,5.782608695652174,69.56521739130434,0.0
ale przecież,18.043478260869566,6.043478260869565,39.130434782608695,13.043478260869565
ale vždyť,12.733333333333333,5.2,6.666666666666667,20.0
asi spíš,18.375,5.583333333333333,41.666666666666664,4.166666666666666
aż do,13.478260869565217,6.565217391304348,43.47826086956522,47.82608695652174
až dosud,18.526315789473685,7.2105263157894735,57.89473684210526,15.789473684210526
až po,19.423076923076923,4.8076923076923075,61.53846153846154,38.46153846153847
całe życie,15.8,6.4,53.333333333333336,33.33333333333333
celý život,21.38888888888889,5.555555555555555,77.77777777777777,27.77777777777778
choć i,12.869565217391305,4.086956521739131,86.95652173913044,52.17391304347826
chyba że,14.833333333333334,7.833333333333333,62.5,0.0
co nejrychleji,15.2,6.666666666666667,73.33333333333333,0.0
co tam,9.636363636363637,5.045454545454546,4.545454545454546,0.0
co znaczy,11.133333333333333,5.2,0.0,66.66666666666666
czy jak,11.363636363636363,5.409090909090909,36.36363636363637,18.181818181818183
czy jeno,22.217391304347824,7.608695652173913,65.21739130434783,4.3478260869565215
do prčic,12.208333333333334,6.083333333333333,50.0,0.0
dokonce i,15.333333333333334,5.466666666666667,13.333333333333334,0.0
gdyby chociaż,24.434782608695652,6.739130434782608,39.130434782608695,0.0
i když,13.2,5.333333333333333,46.666666666666664,6.666666666666667
im większy,17.47826086956522,5.826086956521739,78.26086956521739,8.695652173913043
jak by ne,13.25,7.0,70.83333333333333,37.5
jak głosi fama,28.5625,10.9375,37.5,0.0
jak je známo,11.263157894736842,4.315789473684211,89.47368421052632,68.42105263157895
jak se říká,13.052631578947368,6.157894736842105,63.1578947368421,0.0
jak tylko,10.391304347826088,3.260869565217391,95.65217391304348,82.6086956521739
jak wiadomo,16.2,4.0,80.0,46.666666666666664
jednym słowem,15.133333333333333,4.933333333333334,86.66666666666667,60.0
kousek od,14.583333333333334,5.666666666666667,41.666666666666664,0.0
krátce řečeno,11.631578947368421,4.631578947368421,84.21052631578948,52.63157894736842
lze říci,17.68421052631579,7.2105263157894735,84.21052631578948,5.263157894736842
mezi jiným,11.68421052631579,6.2631578947368425,73.6842105263158,21.052631578947366
moim zdaniem,21.666666666666668,7.066666666666666,60.0,26.666666666666668
można powiedzieć,17.133333333333333,6.133333333333334,73.33333333333333,6.666666666666667
na konec,18.14814814814815,6.185185185185185,70.37037037037037,29.629629629629626
na koszt,15.73913043478261,5.478260869565218,78.26086956521739,4.3478260869565215
na miłosierdzie boskie,22.8,5.466666666666667,66.66666666666667,0.0
na mocy,16.5,5.291666666666667,75.0,0.0
na sebe,12.0,4.7368421052631575,68.42105263157895,26.31578947368421
na siebie,13.5,5.4375,31.25,18.75
na stranu,9.6,5.8,40.0,0.0
na světě,11.722222222222221,5.111111111111111,88.88888888888889,66.66666666666666
na uwadze,15.130434782608695,5.739130434782608,47.82608695652174,4.3478260869565215
na útraty,14.23076923076923,6.8076923076923075,53.84615384615385,0.0
na účet,19.23076923076923,4.961538461538462,46.15384615384615,30.76923076923077
na świecie,13.866666666666667,4.6,86.66666666666667,46.666666666666664
nadal,11.823529411764707,5.352941176470588,58.8235294117647,17.647058823529413
navzdory tomu,22.296296296296298,6.814814814814815,85.18518518518519,48.148148148148145
nawiasem mówiąc,18.333333333333332,7.8,80.0,0.0
ne jednou,15.631578947368421,6.7368421052631575,52.63157894736842,0.0
ne méně než,11.0,6.666666666666667,46.666666666666664,0.0
nedaleko,15.653846153846153,6.0,88.46153846153847,65.38461538461539
nejen že,15.416666666666666,5.708333333333333,62.5,0.0
než dojde,13.4,5.2,66.66666666666667,6.666666666666667
nic jiného než,16.5,7.0,33.333333333333336,4.166666666666666
nic podobnego,12.590909090909092,4.636363636363637,81.81818181818181,50.0
nic takového,11.666666666666666,6.75,41.666666666666664,12.5
nie bacząc na,23.347826086956523,7.434782608695652,82.6086956521739,13.043478260869565
nie inaczej jak,15.727272727272727,5.0,77.27272727272727,50.0
niedaleko za,14.73913043478261,5.608695652173913,60.869565217391305,65.21739130434783
niejednokrotnie,20.470588235294116,6.470588235294118,11.764705882352942,29.411764705882355
nieledwie,18.045454545454547,5.7727272727272725,81.81818181818181,18.181818181818183
nieomalże,10.818181818181818,5.045454545454546,81.81818181818181,13.636363636363633
od momentu kiedy,18.73913043478261,6.434782608695652,30.434782608695652,39.130434782608695
od strony,12.652173913043478,6.608695652173913,78.26086956521739,39.130434782608695
po skončení,16.307692307692307,5.076923076923077,84.61538461538461,61.53846153846154
po skończonym,19.47826086956522,5.869565217391305,91.30434782608695,43.47826086956522
podle něj,11.894736842105264,6.157894736842105,36.8421052631579,5.263157894736842
podle všeho,13.421052631578947,5.105263157894737,78.94736842105263,5.263157894736842
potom co,14.933333333333334,5.933333333333334,60.0,6.666666666666667
povídalo se,18.63157894736842,5.578947368421052,57.89473684210526,0.0
proboha,11.052631578947368,5.631578947368421,84.21052631578948,0.0
proto že,12.466666666666667,6.4,33.333333333333336,20.0
przed chwilą,24.41176470588235,8.764705882352942,47.05882352941177,11.76470588235294
před okamžikem,14.105263157894736,6.631578947368421,31.57894736842105,0.0
přesně tak,12.0,6.0,66.66666666666667,0.0
s ohledem na,21.807692307692307,6.8076923076923075,46.15384615384615,15.384615384615385
skoro ještě,23.347826086956523,6.260869565217392,34.78260869565217,0.0
snad jen,19.133333333333333,7.466666666666667,93.33333333333333,0.0
także i,10.772727272727273,5.045454545454546,13.636363636363637,72.72727272727273
to mianowicie,21.772727272727273,5.909090909090909,36.36363636363637,9.090909090909092
tym bardziej,15.173913043478262,5.086956521739131,73.91304347826087,17.391304347826086
tímto způsobem,12.894736842105264,5.2105263157894735,52.63157894736842,15.789473684210526
u boku,14.91304347826087,6.695652173913044,69.56521739130434,26.08695652173913
už vůbec,13.133333333333333,6.0,33.333333333333336,0.0
